film_title,release_year,genres_raw,combined_tags,description,movieID,tsne_x,tsne_y
"Break-Up, The",2006,"Comedy, Drama, Romance",,"Pushed to the breaking-up point after their latest 'why can't you do this one little thing for me?' argument, Brooke calls it quits with her boyfriend Gary. What follows is a hilarious series of remedies, war tactics, overtures and undermining tricks – all encouraged by the former couple's friends and confidantes …and the occasional total stranger! When neither ex is willing to move out of their shared apartment, the only solution is to continue living as hostile roommates until one of them reaches breaking point.",M_45501,-23.430878,3.0322013
Peaceful Warrior,2006,Drama,,A chance encounter with a stranger changes the life of a college gymnast.,M_45503,-16.668022,0.4908157
Cars,2006,"Animation, Children, Comedy",,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",M_45517,-3.5377283,15.56236
"Notorious Bettie Page, The",2005,Drama,,"Bettie Page grew up in a conservative religious family in Tennessee and became a photo model sensation in 1950s New York. Bettie's legendary pin-up photos made her the target of a Senate investigation into pornography, and transformed her into an erotic icon who continues to enthrall fans to this day.",M_45635,-16.493874,35.966183
Game 6,2005,"Comedy, Drama",,"Combining real and fictional events, this movie centers around the historic 1986 World Series, and a day in the life of a playwright who skips opening night to watch the momentous game.",M_45648,-16.299437,42.753963
On a Clear Day,2005,Drama,,"After decades of laboring as a Glasgow shipbuilder, Frank Redmond, a no-nonsense 55-year-old working-class man, suddenly finds himself laid off. For the first time in his life, he is without a job or a sense of direction, and he's too proud to ask for guidance. His best mates - rascally Danny, timid Norman and cynical Eddie - are there for him, but Frank still feels desperately alone. An offhand remark from Danny inspires Frank to challenge himself. Already contemplating the state of his relationships with loving wife Joan and all-but-estranged son Rob, Frank is determined to shore up his own self-confidence. He will attempt the near impossible - swimming the English Channel.",M_45658,-36.705948,-18.636137
"Omen, The",2006,"Horror, Thriller",,A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.,M_45662,12.640243,-17.806236
Nacho Libre,2006,Comedy,,"Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed.",M_45666,-11.53494,27.933134
"Lake House, The",2006,"Drama, Fantasy, Romance",,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",M_45668,-8.160534,-16.021091
Click,2006,"Adventure, Comedy, Drama, Fantasy, Romance",,"A married workaholic, Michael Newman doesn't have time for his wife and children, not if he's to impress his ungrateful boss and earn a well-deserved promotion. So when he meets Morty, a loopy sales clerk, he gets the answer to his prayers: a magical remote that allows him to bypass life's little distractions with increasingly hysterical results.",M_45672,6.6124616,25.080402
"Devil Wears Prada, The",2006,"Comedy, Drama",,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",M_45720,-43.285328,13.595384
Pirates of the Caribbean: Dead Man's Chest,2006,"Action, Adventure, Fantasy",,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,M_45722,27.00631,17.363955
"You, Me and Dupree",2006,Comedy,,"After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",M_45726,-56.84048,-12.362267
Clerks II,2006,Comedy,,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",M_45728,-19.141909,32.466595
Lady in the Water,2006,"Drama, Fantasy, Mystery",bad disappointing faerie tale fairy tale far fetched M. Night Shyamalan Paul Giamatti,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",M_45730,15.7930565,16.163652
My Super Ex-Girlfriend,2006,"Comedy, Fantasy, Romance",,"When New York architect Matt Saunders dumps his new girlfriend Jenny Johnson - a smart, sexy and reluctant superhero known as G-Girl - she uses her powers to make his life a living hell!",M_45732,-37.420532,10.654347
Marie Antoinette,2006,"Drama, Romance",cinematography lyrical,"A retelling of France's iconic but ill-fated queen, Marie Antoinette, from her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and ultimately the fall of Versailles.",M_45880,-1.1475308,25.94739
Who Killed the Electric Car?,2006,Documentary,,"In 1996, electric cars began to appear on roads all over California. They were quiet and fast, produced no exhaust, and ran without gasoline... Ten years later, these cars were destroyed.",M_45928,-17.204887,34.77681
"Inconvenient Truth, An",2006,Documentary,,A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.,M_45950,-6.936584,44.659702
Career Opportunities,1991,"Comedy, Romance",,"Josie, the daughter of the town's wealthiest businessman, faces problems at home and wishes to leave town but is disoriented. Her decision is finalized after she falls asleep in a Target dressing room. She awakens to find herself locked in the store overnight with the janitor, Jim, the town ""no hoper"" and liar.",M_45969,-49.065414,-28.141712
High School Musical,2006,"Children, Comedy, Drama, Musical, Romance",,"Troy, the popular captain of the basketball team, and Gabriella, the brainy and beautiful member of the academic club, break all the rules of East High society when they secretly audition for the leads in the school's musical. As they reach for the stars and follow their dreams, everyone learns about acceptance, teamwork, and being yourself.",M_46062,-49.59915,21.690897
I Am a Sex Addict,2005,"Comedy, Documentary, Romance",,"Just moments before his third wedding, Zahedi relates with utter sincerity and astonishing candor his obsession with prostitutes. He retraces his romantic and sexual history, including his ideological commitment to open relationships, that led to two disastrous marriages and several very pissed off ex-girlfriends.",M_46105,-33.3752,0.062578
Stoned,2005,Drama,,"A chronicle of the sordid life and suspicious death of Rolling Stones co-founder Brian Jones, who was found in the bottom of his swimming pool weeks after being let go from the band.",M_46231,-15.826621,34.974735
Jet Li's Fearless (Huo Yuan Jia),2006,"Action, Drama",,"Huo Yuan Jia became the most famous martial arts fighter in all of China at the turn of the 20th Century. Huo faced personal tragedy but ultimately fought his way out of darkness, defining the true spirit of martial arts and also inspiring his nation. The son of a great fighter who didn't wish for his child to follow in his footsteps, Huo resolves to teach himself how to fight - and win.",M_46322,27.569332,55.37531
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The)",2006,"Action, Crime, Drama, Thriller",,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",M_46335,31.30016,-47.735134
Garfield: A Tail of Two Kitties,2006,"Animation, Children, Comedy",,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.",M_46337,26.90982,16.74036
